Time,Distance,angle,PosX,PosZ,AngleX,AngleY,AngleZ
101.9293,0,0,99.64,14.48,327.7382,224.6702,16.54325
102.9274,0.08999844,113.304,99.64,14.48,359.4011,120.0274,2.668188E-08
103.9383,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
104.9483,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
105.9591,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
106.9694,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
107.9802,0,0.3013157,99.64,14.48,359.4011,120.33,-6.937289E-07
108.9844,0,137.8872,99.64,14.48,30.23292,251.3253,359.4146
109.9942,0,88.22422,99.64,14.48,61.81692,220.5883,359.8855
111.0093,0,164.7204,99.64,14.48,11.48291,82.74842,0.5091642
112.0199,0,186.0431,99.64,14.48,37.99056,260.2946,0.04329793
113.0305,0,28.23351,99.64,14.48,30.8288,233.016,-0.003578342
114.0412,0,74.20003,99.64,14.48,58.05634,167.1274,0.3552714
115.0414,0,37.64016,99.64,14.48,42.51488,199.3355,1.689377
116.0519,0,26.60647,99.64,14.48,33.11583,223.0369,0.006767455
117.0608,0,163.6492,99.64,14.48,44.08099,101.7835,358.14
118.0624,0,92.76279,99.64,14.48,18.36071,98.85076,0.3932864
119.0702,0,148.1684,99.64,14.48,27.64745,244.4637,359.8115
120.0703,0,2.211775,99.64,14.48,28.59463,246.717,-3.403317E-05
121.0829,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
122.0957,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
123.1,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
124.1123,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
125.1228,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
126.1337,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
127.1484,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
128.1625,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
129.1731,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
130.1837,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
131.1943,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
132.2028,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
133.2134,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
134.2242,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
135.235,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
136.2459,0,0,99.64,14.48,28.59476,246.7174,-1.944755E-06
137.2596,0,130.1395,99.64,14.48,40.67787,237.8299,359.1833
138.2609,0,73.73813,99.64,14.48,24.39157,211.5283,0.02252729
139.2622,0,190.2384,99.64,14.48,44.70102,128.4946,358.203
140.2716,0,213.8461,99.64,14.48,22.95833,233.8672,359.9142
141.2886,0,46.10982,99.64,14.48,26.4281,213.2224,359.9086
142.289,0,51.13596,99.64,14.48,25.0881,228.9646,-0.001447063
143.2981,1.62536,1.11013,98.51799,13.359,24.99504,227.6346,9.41997E-07
144.2991,1.794633,34.04152,96.88735,12.77406,28.91105,194.1629,0.6426306
145.3096,1.037587,75.89217,97.61075,12.06902,36.39103,118.1368,0.001938787
146.3166,1.19008,0,97.94129,10.92843,36.40044,118.0983,6.364405E-06
147.3276,1.110988,0,96.94534,11.37005,36.40044,118.0983,4.242936E-06
148.3374,1.003352,17.08655,96.29734,10.87026,22.76969,107.7178,359.9816
149.3479,0.05260237,81.57162,96.32502,10.8259,57.32023,131.6619,359.9811
