Time,Distance,angle,PosX,PosZ,AngleX,AngleY,AngleZ
0,0,0,31.63,-0.68,0,22.70003,0
0.2330359,0.06076732,30.50346,31.63,-0.68,24.35391,4.192437,-1.171458E-07
0.4416037,0.06114578,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
0.6568946,0.0423013,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
0.8722641,0.01578557,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
1.07637,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
1.29206,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
1.507434,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
1.722793,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
1.938159,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
2.153668,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
2.36923,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
2.584339,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
2.799635,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
3.014995,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
3.230364,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
3.445726,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
3.661175,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
3.876734,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
4.091825,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
4.307379,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
4.522559,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
4.737927,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
4.953292,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
5.168671,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
5.384031,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
5.599393,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
5.81476,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
6.030124,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
6.245492,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
6.460858,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
6.676227,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
6.891756,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
7.107324,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
7.322329,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
7.537691,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
7.753059,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
7.968425,0,0,31.63,-0.68,24.35391,4.192437,-1.171458E-07
8.183801,0.2625927,0,31.39622,-0.5815708,24.35391,4.192437,-1.171458E-07
8.399167,0.2146624,0,31.18297,-0.5574254,24.35391,4.192437,-5.857292E-08
8.614527,0.05115898,0,31.13197,-0.5534766,24.35391,4.192437,-5.857292E-08
8.829892,0.4262449,0,30.70688,-0.522054,24.35391,4.192437,-5.857292E-08
9.045259,0.160231,0,30.54708,-0.5103333,24.35391,4.192437,-5.857292E-08
