Time,Distance,angle,PosX,PosZ,AngleX,AngleY,AngleZ
19.26587,0,0,99.64,14.48,327.7382,224.6702,16.54325
20.24826,0.08999844,113.304,99.64,14.48,359.4011,120.0274,5.336377E-08
21.24862,0,0,99.64,14.48,359.4011,120.0274,5.336377E-08
22.26773,0,0,99.64,14.48,359.4011,120.0274,5.336377E-08
23.26847,0,0,99.64,14.48,359.4011,120.0274,5.336377E-08
24.27979,0,0,99.64,14.48,359.4011,120.0274,5.336377E-08
25.29939,0,0,99.64,14.48,359.4011,120.0274,5.336377E-08
26.30593,0,22.04221,99.64,14.48,0.6025783,141.9914,359.9789
27.3201,0,37.04553,99.64,14.48,1.968064,178.8357,0.0942522
28.33673,0,68.48434,99.64,14.48,25.15273,240.3295,359.8657
29.33836,0,11.45212,99.64,14.48,22.47383,235.145,359.9096
30.35038,0,17.08393,99.64,14.48,18.2262,218.3746,-0.0001451676
31.35471,0,0,99.64,14.48,18.22495,218.3674,1.348296E-06
32.38055,0,0,99.64,14.48,18.22495,218.3674,1.348296E-06
33.40081,0,0,99.64,14.48,18.22495,218.3674,1.348296E-06
34.41195,0,0,99.64,14.48,18.22495,218.3674,1.348296E-06
35.41391,0,0,99.64,14.48,18.22495,218.3674,1.348296E-06
36.4291,0.326001,0,99.52534,14.19756,18.22494,218.3674,1.348296E-06
37.44607,2.337786,0,98.07595,12.36331,18.22484,218.3673,2.247159E-06
38.45301,2.193467,0,96.71447,10.64352,18.22483,218.3673,2.247159E-06
39.47609,0.0820478,0,96.66354,10.57919,18.22483,218.3673,2.247159E-06
40.48442,0,0,96.66354,10.57919,18.22483,218.3673,2.247159E-06
41.49827,0,26.85077,96.66354,10.57919,8.492434,192.9292,-0.001155877
42.5071,0,0,96.66354,10.57919,8.472774,192.8137,1.078993E-07
43.52375,0,0,96.66354,10.57919,8.472774,192.8137,2.157986E-07
44.53259,0,0,96.66354,10.57919,8.472774,192.8137,2.157986E-07
45.53468,0,13.48399,96.66354,10.57919,7.461957,200.4593,0.01185375
46.54038,0,36.19771,96.66354,10.57919,13.06971,167.9186,0.1261121
47.54891,0,7.489697,96.66354,10.57919,20.11503,164.3086,4.978052E-05
48.55206,0.6302903,0.07912936,97.25524,10.63775,20.11648,164.308,-2.273104E-07
49.57067,2.189544,0.07912936,97.79407,9.872026,20.11707,164.3077,-4.546225E-07
50.57667,1.515441,0.07912936,98.42799,8.587467,20.11763,164.3077,0
51.5821,0.0009489059,0.1582587,98.42799,8.588416,20.11819,164.3075,0
52.58574,0,15.53823,98.42799,8.588416,12.01575,177.5759,0.3150501
53.58602,0,6.066933,98.42799,8.588416,8.763738,182.9011,0.4414946
54.59478,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
55.60472,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
56.61456,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
57.62022,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
58.62735,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
59.63877,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
60.64931,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
61.65087,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
62.6591,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
63.6663,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
64.66922,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
65.68066,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
66.68118,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
67.69111,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
68.69489,0,0,98.42799,8.588416,8.763738,182.9011,0.4414946
69.70793,0,21.44771,98.42799,8.588416,19.14556,163.7798,0.01032232
70.7187,0,0,98.42799,8.588416,19.19453,163.6918,1.582054E-06
71.71904,0,0.07912936,98.42799,8.588416,19.19532,163.6916,2.260088E-07
72.7298,0,0.03956468,98.42799,8.588416,19.19611,163.6915,-2.260098E-07
73.73012,0,14.35946,98.42799,8.588416,8.632131,155.1254,359.9911
74.74385,0,1.534663,98.42799,8.588416,9.096038,156.6606,359.9902
75.76114,0,38.24007,98.42799,8.588416,14.95273,194.1783,359.967
76.77155,0,30.03586,98.42799,8.588416,18.49394,224.2205,-0.0009407778
77.78666,0,0,98.42799,8.588416,18.50099,224.3043,4.501514E-07
78.80669,0,10.25358,98.42799,8.588416,13.51735,233.1497,0.1237987
79.8098,0,28.94625,98.42799,8.588416,7.957093,261.665,0.0003435363
80.81058,0,0,98.42799,8.588416,7.955649,261.6772,-1.724141E-06
81.82722,0,0,98.42799,8.588416,7.955649,261.6772,-1.724141E-06
82.84923,1.895766,0,98.18922,10.46666,7.955649,261.6772,-1.724141E-06
83.86787,2.340759,0,97.36938,12.53752,7.955649,261.6772,-1.724141E-06
84.88379,2.198607,0,95.85464,13.93977,7.955649,261.6772,-4.310353E-07
85.90991,1.910259,0,95.9746,12.22477,7.955649,261.6772,-4.310353E-07
86.91698,2.221025,0,94.56281,12.53265,7.955649,261.6772,-4.310353E-07
87.93028,0.8165064,0,94.40057,13.33018,7.955649,261.6772,-4.310353E-07
88.94127,0,0,94.40057,13.33018,7.955649,261.6772,-4.310353E-07
89.95626,0,0,94.40057,13.33018,7.955649,261.6772,-4.310353E-07
