Time,State
31.98018,WalkWithGirl
109.34,WalkInStreetFour
119.3856,ListenToMusic
192.78,WalkOutStreetFour
244.44,WalkIntoPeople
279.4339,WalkAcrossRoadWithGirl
289.4392,DepartFromGirl
290.5404,FindGirl
368.54,WalkInStreetColorful
419.08,PlayEndAnimation
422.4829,End
