Time,Distance,angle,PosX,PosZ,AngleX,AngleY,AngleZ
0,0,0,54.49474,69.46249,327.7382,224.6702,16.54325
1.006345,0.08999188,113.3041,54.49473,69.46249,359.4011,120.0274,-2.668188E-08
2.016912,0,0,54.49473,69.46249,359.4011,120.0274,-5.336377E-08
3.027479,0,0,54.49473,69.46249,359.4011,120.0274,-5.336377E-08
4.038045,0,0,54.49473,69.46249,359.4011,120.0274,-2.668188E-08
5.048993,0,0,54.49473,69.46249,359.4011,120.0274,-2.668188E-08
6.059664,0,15.92554,54.49473,69.46249,3.21675,104.5674,0.1378517
7.070108,0,50.99225,54.49473,69.46249,29.5537,63.72771,0.009150232
8.080923,0,41.72982,54.49473,69.46249,29.27763,105.1116,-0.003083239
9.091079,0.2193695,0.03956468,54.59626,69.6516,29.30162,105.2361,1.958072E-06
10.10168,2.317498,0.03956468,55.20959,71.88642,29.30176,105.2361,9.790373E-07
11.11795,2.24548,0,55.79971,74.05297,29.30177,105.2361,0
12.12841,1.763952,0,56.27327,75.75159,29.30178,105.2361,9.790373E-07
13.13922,1.262966,0,57.43641,75.77673,29.30178,105.2361,9.790373E-07
14.15019,0.8341066,0,57.80302,76.48532,29.30178,105.2361,9.790373E-07
15.16011,0.6967946,0,57.98636,77.15756,29.30178,105.2361,9.790373E-07
16.17081,0.6831849,0,58.16584,77.81675,29.30178,105.2361,9.790373E-07
17.18124,0.6968494,0,58.34892,78.48912,29.30178,105.2361,9.790373E-07
18.19203,1.148956,0,59.04973,79.23802,29.30178,105.2361,9.790373E-07
19.20237,1.075701,0,60.10066,79.01862,29.30178,105.2361,9.790373E-07
20.21294,0.6830721,0,60.75974,78.83917,29.30178,105.2361,9.790373E-07
21.22351,0.6967065,0,61.43191,78.65591,29.30178,105.2361,9.790373E-07
22.23436,0.6830479,0,62.0909,78.47623,29.30178,105.2361,9.790373E-07
23.24464,0.6966988,0,62.76307,78.29297,29.30178,105.2361,9.790373E-07
24.26085,0.6967103,0,63.43524,78.1097,29.30178,105.2361,9.790373E-07
25.27068,0.6830654,0,64.09425,77.93004,29.30178,105.2361,9.790373E-07
26.28125,0.7542012,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
27.29181,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
28.30239,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
29.31295,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
30.32351,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
31.33454,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
32.34883,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
33.35939,0,0,64.82193,77.73178,29.30178,105.2361,9.790373E-07
34.36998,1.352297,0,65.23695,79.00272,29.30178,105.2361,9.790373E-07
35.38076,0.8171184,0,64.65935,79.21089,29.30178,105.2361,9.790373E-07
36.39109,0.6096911,0,64.10329,79.42934,29.30178,105.2361,9.790373E-07
37.40232,1.865387,0,62.5825,79.24323,29.30178,105.2361,9.790373E-07
38.41223,1.463317,0,63.77584,78.62338,29.30178,105.2361,9.790373E-07
39.42859,0.7356669,0,63.79413,78.07333,29.30178,105.2361,9.790373E-07
40.4392,1.905614,0,63.15576,76.2843,29.30178,105.2361,9.790373E-07
41.45002,1.931388,0,64.01054,75.03149,29.30178,105.2361,9.790373E-07
42.46079,1.288086,0,64.82755,75.45204,29.30178,105.2361,9.790373E-07
43.47086,0.478981,0,65.28342,75.38911,29.30178,105.2361,9.790373E-07
44.48204,1.004362,0,66.25263,75.12575,29.30178,105.2361,9.790373E-07
45.49277,2.153518,0,68.33596,74.60062,29.30178,105.2361,9.790373E-07
46.50256,1.724523,0,68.55241,76.02257,29.30178,105.2361,9.790373E-07
47.51346,0.9787185,0,67.61073,76.28871,29.30178,105.2361,9.790373E-07
48.52373,0.4941184,0,68.03699,76.35258,29.30178,105.2361,9.790373E-07
49.53426,0.5131661,0,68.5327,76.21994,29.30178,105.2361,9.790373E-07
50.54482,0.5017384,0,69.01681,76.0881,29.30178,105.2361,9.790373E-07
51.5554,0.258384,0,69.26611,76.02019,29.30178,105.2361,9.790373E-07
