Time,State
66.4612,TalkWithManInCafe
87.79089,TryGoInRain
203.44,WalkInStreetOne
264.12,SeeBuilding
268.18,BorrowUmbrella
336.7,WalkInStreetTwo
392.68,SeeTakePhoto
481.04,SeeGirlStreetTwo
486.2363,FindGirlStreetTwo
507.1,WalkInStreetThree
537.8,WalkOutStreetThree
564.72,InBusStop
581.7448,WalkWithGirl
769.9,WalkInStreetFour
778.996,ListenToMusic
847.32,WalkOutStreetFour
917.36,WalkIntoPeople
952.3555,WalkAcrossRoadWithGirl
962.3594,DepartFromGirl
963.3589,FindGirl
993.7927,End
