Time,Distance,angle,PosX,PosZ,AngleX,AngleY,AngleZ
14.23844,0,0,99.64,14.48,327.7382,224.6702,16.54325
15.22577,0.08999844,113.304,99.64,14.48,359.4011,120.0274,5.336377E-08
16.23701,0,0,99.64,14.48,359.4011,120.0274,5.336377E-08
17.24705,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
18.25738,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
19.26789,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
20.27845,0,0,99.64,14.48,359.4011,120.0274,2.668188E-08
21.28901,0,16.15466,99.64,14.48,10.43575,108.8155,0.3729572
22.29972,0,119.4615,99.64,14.48,0.6969044,51.51316,0.7871923
23.31047,0,101.0673,99.64,14.48,353.6748,125.2569,-0.002040131
24.32114,0,82.52238,99.64,14.48,34.95372,188.7106,359.9013
25.33212,0,67.36784,99.64,14.48,22.92378,130.2733,359.3558
26.34267,0,54.33544,99.64,14.48,18.4944,75.98881,-0.0004240264
27.35323,0,15.78461,99.64,14.48,9.691089,62.76671,359.0818
28.3638,0,177.0811,99.64,14.48,354.764,140.8208,1.761491
29.37659,0,92.96218,99.64,14.48,30.75969,218.7422,358.666
30.38716,0,38.78446,99.64,14.48,55.75949,246.4542,359.9795
31.39556,0.7730721,0.03956468,99.02398,14.0902,55.95766,246.5379,-3.05025E-06
32.40653,1.031401,120.0933,98.07732,13.68087,56.05486,283.8388,1.388466
33.4185,0,144.7618,98.07732,13.68087,6.653975,195.0088,0.07518347
34.43312,0,61.04239,98.07732,13.68087,13.04914,215.1396,359.489
35.44845,0,46.14676,98.07732,13.68087,5.860964,210.2541,359.9872
36.44981,0,23.62841,98.07732,13.68087,10.48201,233.2835,359.9896
37.46043,0,1.721236,98.07732,13.68087,11.16221,235.1234,-2.17559E-06
38.47118,0,16.29826,98.07732,13.68087,13.58985,218.7068,0.0003785755
39.47911,0,0.118694,98.07732,13.68087,13.59339,218.6882,-8.783786E-07
40.49506,0,49.58819,98.07732,13.68087,8.114043,267.9735,0.02416982
41.49984,0,61.92283,98.07732,13.68087,9.022792,330.1972,-8.687929E-05
42.50117,0,93.48692,98.07732,13.68087,5.189866,238.7301,0.8571027
43.50443,0,80.94456,98.07732,13.68087,24.31402,161.6103,359.6097
44.51243,0,114.4581,98.07732,13.68087,61.49439,150.121,359.7536
45.52335,0,28.49284,98.07732,13.68087,38.92753,162.3103,0.0811492
46.52426,0,8.290797,98.07732,13.68087,35.72992,170.1607,0.0001269966
47.53957,0,0.03956468,98.07732,13.68087,35.72855,170.1651,0
48.54122,0,0,98.07732,13.68087,35.72855,170.1651,0
49.54741,1.133053,0,98.20735,12.56871,35.72855,170.1651,0
